CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,383131,CEI,117,23/8/2017
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",383133,CEI,109,23/8/2017
"ARMARIO
","C/ 2 PORTAS C/ CHAVE; C/ UMA DIVISORIA C/ 6 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",383134,CEI,109,23/8/2017
"MESA P/REUNIAO
","REDONDA; C/ TAMPO EM MDP; C/ PES NIVELADORES; COR OVO.
",383135,Cei,109,23/8/2017
MESA,"EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",383136,CEI,109,23/8/2017
MESA,"EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",383137,Cei,109,23/8/2017
MESA,"EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",383138,Cei,109,23/8/2017
MESA,"EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",383139,CEI,109,23/8/2017
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",383140,CEI,109,23/8/2017
LOUSA,QUADRO BRANCO; MARCA MASTER; EM MADEIRA; COM MOLDURA EM ALUMÍNIO; COM SUPORTE PARA APAGADOR E GIZ; 100X100 CM,384826,CEI,120,28/7/2017
"BALCAO
","ESTR.MADEIRA;REVEST.MELAM.COR OVO;2PORTAS;C/CHAVE;C/2PRATEL.;
",393879,CEI,,
"ARMARIO
","TIPO ESTANTE;ESTRUT.MADEIRA;COR OVO;REVEST.MELAM.;C/2PORTAS;
",393880,CEI,,
"IMPRESSORA MULTIFUNCIONAL
","DE MESA; 20 PPM EM PRETO E BRANCO E 13 PPM COLORIDO; MULTIFUNCIONAL; C/ SCANER; C
",398917,CEI,,
"CPU
","PROC. INTEL PENTIUM D DUAL CORE 2.8 GHZ; 1 GB RAM; HD 80 GB; 512 MB; C/ DRIVE 1.44; C/ D
",401032,CEI,,
VIDEO MONITOR,LCD; 17 POLEGADAS; COLORIDO; DIGITAL; RESOL. MAX. 1280X1024; BIVOLT; 50-60 HZ._x000D_,401034,CEI,,
"VIDEO MONITOR
",LCD; 17 POLEGADAS; COLORIDO; DIGITAL; RESOL. MAX. 1280X1024; BIVOLT; 50-60 HZ.,401035,CEI,,
"CAIXA DE SOM P/MULTIMÃDIA
","180 W PMPO; C/ ENTRADA P/ FONES DE OUVIDO E C/ CONTROLADOR DE VOLUME; C/ PROTECA
",401038,CEI,,
"CAIXA DE SOM P/MULTIMÃDIA
","180 W PMPO; C/ ENTRADA P/ FONES DE OUVIDO E C/ CONTROLADOR DE VOLUME; C/ PROTECA
",401039,CEI,,
"PROJETOR MÃšLTIPLO(DATASHOW)
","DE MESA OU AEREO 2000 ANSI LUMENS; RESOL. NATIV 800X600X3; C/ CONTROLE REMOTO; C/
",401040,CEI,,
"BALCAO
","C/2PORTAS C/CHAVE;C/2PRATEL. EM MDF REVEST. MELAM. COR FEIJÃƒO/
",404180,CEI,,
"MESA
","REDONDA;ESTRUTURA METALICA;COR OVO;C/ TAMPO EM MDF; REVEST. EM MELAMINICO N
",406962,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,406963,CEI,115,23/8/2017
"NOTEBOOK
","PROC. INTEL CORE 2DUO;PORTATIL;DVD-RW+DVD-RW;C/FONTE DE ALIM.;
",413107,CEI,,
"PROJETOR MÃšLTIPLO(DATASHOW)
","DIGITAL;DE MESA OU TETO;C/TAMPA P/LENTE;C/CONTROLE REMOTO;
",418293,CEI,,
IMPRESSORA,HP MODELO COLOR LASERJET CP1515N; NA COR CINZA; IMPRIME COLORIDO.,447107,CEI,109,23/8/2017
VIDEO MONITOR,MONITOR DELL,447486,CEI,115,23/8/2017
VIDEO MONITOR,LENOVO THINKVISION; LCD; 19 POLEGADAS; 4X3; NA COR PRETA,448571,CEI,109,23/8/2017
CPU,CPU Lenovo core2quad; windows vista,448580,CEI,115,23/8/2017
"CAVALETE
","CAVALETE DE MADEIRA COM FRENTE VERDE; MEDINDO 1,80M; COM ABERTURA.
",454297,CEI,,
"CAVALETE
","CAVALETE DE MADEIRA COM FRENTE VERDE; MEDINDO 1,80M; COM ABERTURA.
",454298,CEI,,
"CAVALETE
","CAVALETE DE MADEIRA COM FRENTE VERDE; MEDINDO 1,80M; COM ABERTURA.
",454299,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455055,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455056,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455057,CEI,109,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455058,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455059,CEI,109,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455060,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455061,CEI,107,15/2/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455062,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455063,CEI,107,15/2/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455064,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455065,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455066,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455067,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455068,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455069,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455070,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455071,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455072,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455073,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455074,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455075,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455076,CEI,113,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455077,CEI,120,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455078,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455079,CEI,120,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455080,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455081,CEI,,
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455082,CEI,117,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455083,CEI,120,23/8/2017
CADEIRA GIRATORIA ESTOFADA COM BRACO - VERDE,C/ BASE GIRATORIA C/ 5 RODIZIOS; C/ BRAÃ‡OS REGULAVEIS; C/ REGULAGEM DE ALTURA; C/ ASSENTOS E ENCOSTO EM TECIDO VERDE,455084,CEI,109,23/8/2017
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455085,CEI,113,23/8/2017
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455086,CEI,,
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455087,CEI,,
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455088,CEI,,
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455089,CEI,,
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455090,CEI,,
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455091,CEI,107,15/2/2017
"CADEIRA SEM BRACO ESTOFADO
","FIXA; C/ ASSENTO E ENCOSTO NA COR VERDE.
",455092,CEI,113,23/8/2017
"MESA
","REDONDA; ESTRUTURA METALICA; C/ TAMPO EM MDF; COR OVO; C/ 1 M DE DIAMETRO.
",455093,CEI,,
"MESA
","REDONDA; ESTRUTURA METALICA; C/ TAMPO EM MDF; COR OVO; C/ 1 M DE DIAMETRO.
",455094,CEI,,
"GAVETEIRO
","VOLANTE; C/ 2 GAVETAS P/ PASTAS SUSPENSAS; COR OVO; DIM. 460X535X685.
",455095,CEI,109,23/8/2017
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",455096,CEI,,
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",455097,CEI,,
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",455098,CEI,,
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",455099,CEI,,
"BALCAO
","C/ 2 PORTAS C/ CHAVE; C/ PES NIVELADORES; C/ 2 PRATELEIRAS; COR OVO; DIM. 900X425X740
",455100,CEI,,
"ARMARIO
","C/ 2 PORTAS C/ CHAVE; C/ UMA DIVISORIA C/ 6 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455101,CEI,,
"ARMARIO
","C/ 2 PORTAS C/ CHAVE; C/ UMA DIVISORIA C/ 6 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455102,CEI,,
"ARMARIO
","C/ 2 PORTAS C/ CHAVE; C/ UMA DIVISORIA C/ 6 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455103,CEI,,
"ARMARIO
","C/ 2 PORTAS C/ CHAVE; C/ UMA DIVISORIA C/ 6 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455104,CEI,,
"ARMARIO
","ESTANTE; C/ 2 PORTAS BAIXAS C/ CHAVE; C/ 4 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455105,CEI,119,23/8/2017
"ARMARIO
","ESTANTE; C/ 2 PORTAS BAIXAS C/ CHAVE; C/ 4 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455106,CEI,107,15/2/2017
"ARMARIO
","ESTANTE; C/ 2 PORTAS BAIXAS C/ CHAVE; C/ 4 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455107,CEI,,
"ARMARIO
","ESTANTE; C/ 2 PORTAS BAIXAS C/ CHAVE; C/ 4 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455108,CEI,,
"ARMARIO
","ESTANTE; C/ 2 PORTAS BAIXAS C/ CHAVE; C/ 4 PRATELEIRAS; EM MDF; C/ PES NIVELADORES;
",455109,CEI,120,23/8/2017
"ARQUIVO
","C/ 4 GAVETAS P/ PASTAS SUSPENSAS; COR OVO; EM MDF; C/ RODIZIOS C/ TRAVA; C/ CHAVE; D
",455110,CEI,,
"MESA P/REUNIAO
","OVAL; EM MDF; C/ PES NIVELADORES; COR OVO; DIM. 900X74.
",455111,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455112,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455113,CEI,109,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455114,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455115,CEI,117,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455116,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455117,CEI,117,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455118,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455119,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455120,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455121,CEI,117,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455122,CEI,119,11/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455123,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455124,CEI,117,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455125,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455126,CEI,117,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455127,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455128,CEI,120,23/8/2017
